30.0,14.0,0.04,1.61,90.0,18.54,203.0,8.634
50.0,14.0,0.04,2.45,100.0,17.54,527.0,5.789
70.0,14.0,0.02,3.17,50.0,16.42,1135.0,4.508
30.0,17.0,0.02,2.09,7.0,17.86,694,6.762
50.0,17.0,0.02,3.30,7.0,16.240,1338.0,4.332
70.0,17.0,0.01,4.40,7.0,14.52,2189.0,3.244
30.0,19.0,0.01,2.22,6.0,17.61,873,6.380
50.0,19.0,0.01,3.08,7,16.52,1444.0,4.643
70.0,19.0,0.01,4.26,7.0,14.87,2392,3.374
