30,3,0.05,2.13,20,17.50,319,6.436
50,3,0.07,3.25,26,15.83,398,4.227
30,7,0.05,1.65,19,18.48,220,8.354
50,7,0.15,3.23,32,15.74,319,4.137
30,11,0.03,2.03,17,17.69,412,6.824
50,11,0.02,3.06,13,16.20,591,4.577
30,15,0.03,2.00,7,17.86,577,6.964
50,15,0.00,2.75,7,16.90,868,4.569
30,19,0.03,1.66,18,18.38,444,8.365
50,19,0.01,2.67,3,16.97,914,5.319
