30,3,0.07,2.61,130,17.08,202,5.325
70,3,0.06,3.65,70,15.60,469,3.860
30,7,0.02,3.09,60,16.08,654,4.522
70,7,0.01,3.80,50,14.98,1067,3.681
50,9,0.01,3.39,10,15.70,786,4.151
30,11,0.01,3.16,90,16.15,797,4.470
50,11,0.02,3.41,50,15.77,913,4.133
70,11,0.01,3.75,50,15.05,1118,3.729
30,15,0.01,2.40,80,17.04,821,5.815
70,15,0.01,3.71,50,15.47,1377,3.835
30,17,0.01,2.50,90,17.18,866,5.660
50,17,0.01,2.34,40,17.52,738,6.083
70,17,0.01,3.49,50,15.84,1527,4.086
